dns.resp.name, daisy.ubuntu.com, 1371225025.515257, 3875143928459433021
dns.resp.name, daisy.ubuntu.com, 1371225026.518016, 5577211427052308757
dns.resp.name, news.l.google.com, 1371225029.921132, 3519547704691869764
dns.resp.name, news.l.google.com, 1371225029.923116, 18014139330155239486
dns.resp.name, ytimg.l.google.com, 1371225030.089202, 12704488150656129127
dns.resp.name, ytimg.l.google.com, 1371225030.090977, 2322352480378104821
dns.resp.name, t2.gstatic.com, 1371225030.093254, 11725104088639538432
dns.resp.name, t2.gstatic.com, 1371225030.095270, 3322326458091724051
dns.resp.name, www.usatoday.com, 1371225030.250753, 1090896011982919580
dns.resp.name, a534.g.akamai.net, 1371225030.252440, 15201943163812083216
dns.resp.name, tealium.hs.llnwd.net, 1371225030.392707, 917919724311271222
dns.resp.name, www.gannett-cdn.com, 1371225030.483130, 12030244506043129097
dns.resp.name, a1467.g2.akamai.net, 1371225030.484390, 11189725275701518779
dns.resp.name, i.usatoday.net, 1371225030.486242, 4576712948981344094
dns.resp.name, a433.g.akamai.net, 1371225030.487590, 13737016567117177474
dns.resp.name, www.googletagservices.com, 1371225030.588727, 14195937895119842474
dns.resp.name, pagead46.l.doubleclick.net, 1371225030.590964, 7519385285931194717
dns.resp.name, fast.gannett.demdex.net, 1371225031.105458, 4678555546587577966
dns.resp.name, a1711.g.akamai.net, 1371225031.107116, 6240493419514483920
dns.resp.name, gannett.demdex.net, 1371225031.250231, 14212964564114586171
dns.resp.name, gannett.demdex.net, 1371225031.254402, 9649388912604561234
dns.resp.name, cdn.taboolasyndication.com, 1371225031.369188, 243679766801024990
dns.resp.name, a1638.b.akamai.net, 1371225031.370788, 17698736500048330261
dns.resp.name, connect.facebook.net, 1371225031.371015, 8679553258668657317
dns.resp.name, e3821.dspe1.akamaiedge.net, 1371225031.372175, 5822323163940025214
dns.resp.name, js.revsci.net, 1371225031.380364, 11495351420789058421
dns.resp.name, pd4.pix-geo.revsci.net, 1371225031.381847, 6750858130909623939
dns.resp.name, a.visualrevenue.com, 1371225031.396081, 10081691099219650179
dns.resp.name, a267.b.akamai.net, 1371225031.397555, 6781205839644427381
dns.resp.name, d8rk54i4mohrb.cloudfront.net, 1371225031.401232, 15456549012758645000
dns.resp.name, static.chartbeat.com, 1371225031.402384, 13636844578998052063
dns.resp.name, d8rk54i4mohrb.cloudfront.net, 1371225031.402542, 1722611525049562346
dns.resp.name, fallback.global-ssl.fastly.net, 1371225031.403859, 4025056820346432000
dns.resp.name, repdata.usatoday.com, 1371225031.417565, 3982934537704977104
dns.resp.name, usatoday1.112.2o7.net, 1371225031.419390, 12875409421467964591
dns.resp.name, pix04.revsci.net, 1371225031.483216, 1131913933611044801
dns.resp.name, pd4.pix-geo.revsci.net, 1371225031.487473, 301405775549964757
dns.resp.name, p.visualrevenue.com, 1371225031.573494, 9468882653066951150
dns.resp.name, t.visualrevenue.com, 1371225031.574494, 4064489002832514842
dns.resp.name, serving-623988210.us-east-1.elb.amazonaws.com, 1371225031.575503, 16912016841172459821
dns.resp.name, pings-1634945082.us-east-1.elb.amazonaws.com, 1371225031.576001, 651477433467291325
dns.resp.name, ping.chartbeat.net, 1371225031.655709, 1992003201012411212
dns.resp.name, static.ak.facebook.com, 1371225031.676598, 823256894115476992
dns.resp.name, a749.dsw4.akamai.net, 1371225031.678054, 17975170678934625586
dns.resp.name, s-static.ak.facebook.com, 1371225031.684589, 687880742538952723
dns.resp.name, e566.dspe1.akamaiedge.net, 1371225031.686190, 3663337674502075273
dns.resp.name, pagead2.googlesyndication.com, 1371225031.693880, 6099335788447957677
dns.resp.name, pagead46.l.doubleclick.net, 1371225031.695587, 12606603355599076248
dns.resp.name, a433.g.akamai.net, 1371225031.730603, 8141220492556659489
dns.resp.name, a433.g.akamai.net, 1371225031.731855, 11233729388966824143
dns.resp.name, loadm.exelator.com, 1371225031.744389, 7157026982511591971
dns.resp.name, ads.revsci.net, 1371225031.745258, 8662486522682531033
dns.resp.name, east.us.tm.exelator.com, 1371225031.747133, 12407503130605738687
dns.resp.name, pd4.ads-geo.revsci.net, 1371225031.748245, 18294399374702508697
dns.resp.name, pagead.l.doubleclick.net, 1371225031.755537, 1037145351999265273
dns.resp.name, pagead.l.doubleclick.net, 1371225031.760404, 5114660080266724604
dns.resp.name, cc.simplereach.com, 1371225031.823715, 15515378718779130381
dns.resp.name, cc-774214060.us-east-1.elb.amazonaws.com, 1371225031.827727, 15241794204655861535
dns.resp.name, ocsp.verisign.com, 1371225032.279420, 8409282378982818685
dns.resp.name, dpm.demdex.net, 1371225032.317706, 9363264986337310107
dns.resp.name, dpm.demdex.net, 1371225032.321302, 13239529643280099990
dns.resp.name, trc.taboola.com, 1371225032.495104, 2871993274829382521
dns.resp.name, e3091.g.akamaiedge.net, 1371225032.497161, 4794046535299756984
dns.resp.name, pagead46.l.doubleclick.net, 1371225032.531143, 14447979939622576389
dns.resp.name, pagead46.l.doubleclick.net, 1371225032.535197, 9995972956143015793
dns.resp.name, images.taboola.com, 1371225032.775307, 15356499381898144667
dns.resp.name, e3091.g.akamaiedge.net, 1371225032.777316, 5975299999464787789
dns.resp.name, cookex.amp.yahoo.com, 1371225032.800310, 13226183293115211833
dns.resp.name, any-cookex.amp.apx.yahoodns.net, 1371225032.802322, 4076307033547952572
dns.resp.name, www.google.com, 1371225032.862362, 15981263942102000964
dns.resp.name, www.google.com, 1371225032.864365, 9180430353541685024
